offre,candidat,sem_bge,comp_bge,exp_bge,form_bge,sem_v2,skills_raw,edu_gap,label
Analyste SOC Cybersécurité,Analyste SOC SIEM,0.729,0.857,0.45,0.0,0.729,0.8571,0.0,0.9214
Analyste SOC Cybersécurité,Ingénieur QA Automation,0.501,0.143,0.198,0.0,0.501,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Designer UX/UI Figma,0.5,0.0,0.113,0.0,0.5,0.0,0.4,0.032
Analyste SOC Cybersécurité,Chef de Projet IT Scrum,0.501,0.0,0.145,0.0,0.501,0.0,0.0,0.054
Analyste SOC Cybersécurité,Marketing Digital Expert,0.501,0.1,0.158,0.0,0.501,0.0,0.4,0.032
Analyste SOC Cybersécurité,Commercial B2B Salesforce,0.501,0.0,0.133,0.0,0.501,0.0,0.4,0.032
Analyste SOC Cybersécurité,Junior Marketing Digital,0.501,0.2,0.166,0.0,0.501,0.0,0.4,0.0212
Analyste SOC Cybersécurité,Comptable Confirmé SAP,0.5,0.0,0.126,0.0,0.5,0.0,0.0,0.054
Analyste SOC Cybersécurité,Contrôleur de Gestion,0.501,0.0,0.137,0.0,0.501,0.0,0.0,0.054
Analyste SOC Cybersécurité,Chargé RH Recrutement IT,0.502,0.0,0.137,0.0,0.502,0.0,0.4,0.032
Analyste SOC Cybersécurité,Médecin Généraliste,0.5,0.0,0.108,0.0,0.5,0.0,-0.6,0.054
Analyste SOC Cybersécurité,Enseignant Mathématiques,0.5,0.0,0.103,0.0,0.5,0.0,0.0,0.054
Analyste SOC Cybersécurité,Juriste Droit des Affaires,0.5,0.0,0.137,0.0,0.5,0.0,0.0,0.054
Analyste SOC Cybersécurité,Ingénieur Civil BTP,0.5,0.0,0.137,0.0,0.5,0.0,0.0,0.054
Analyste SOC Cybersécurité,Commercial Vente Retail,0.501,0.0,0.114,0.0,0.501,0.0,0.4,0.032
Analyste SOC Cybersécurité,Étudiant Première Année,0.502,0.0,0.113,0.0,0.502,0.0,0.8,0.02
Ingénieur QA Automation,Senior Backend Python FastAPI,0.537,0.671,0.342,0.0,0.537,0.5714,0.0,0.7643
Ingénieur QA Automation,Mid Backend Python Django,0.518,0.529,0.338,0.0,0.518,0.4286,0.0,0.6857
Ingénieur QA Automation,Junior Python Flask,0.51,0.429,0.288,0.0,0.51,0.2857,0.4,0.1737
Ingénieur QA Automation,Python Data + Backend,0.524,0.386,0.279,0.0,0.524,0.2857,0.0,0.3643
Ingénieur QA Automation,Senior Java Spring Boot,0.525,0.529,0.34,0.0,0.525,0.4286,0.0,0.6857
Ingénieur QA Automation,Mid Java Spring,0.523,0.429,0.319,0.0,0.523,0.4286,0.0,0.6857
Ingénieur QA Automation,Junior Java Angular Stage,0.526,0.429,0.3,0.0,0.526,0.4286,0.2,0.3482
Ingénieur QA Automation,Senior Node.js Express,0.512,0.286,0.214,0.0,0.512,0.2857,0.4,0.2277
Ingénieur QA Automation,Full Stack Node React,0.507,0.286,0.213,0.0,0.507,0.2857,0.0,0.3643
Ingénieur QA Automation,Développeur PHP Laravel Senior,0.504,0.386,0.25,0.0,0.504,0.2857,0.4,0.2277
Ingénieur QA Automation,Junior PHP Symfony,0.505,0.243,0.196,0.0,0.505,0.1429,0.4,0.0699
Ingénieur QA Automation,Développeur .NET C# Senior,0.506,0.286,0.232,0.0,0.506,0.2857,0.0,0.3643
Ingénieur QA Automation,Senior Frontend React,0.506,0.386,0.258,0.0,0.506,0.2857,0.4,0.2277
Ingénieur QA Automation,Mid Frontend React Redux,0.504,0.386,0.247,0.0,0.504,0.2857,0.0,0.3643
Ingénieur QA Automation,Junior Frontend JavaScript,0.506,0.243,0.207,0.0,0.506,0.1429,0.6,0.0468
Ingénieur QA Automation,Senior Angular TypeScript,0.507,0.286,0.21,0.0,0.507,0.2857,0.0,0.3643
Ingénieur QA Automation,Développeur Flutter Senior,0.502,0.414,0.265,0.0,0.502,0.2857,0.4,0.2277
Ingénieur QA Automation,Développeur Android Kotlin,0.502,0.414,0.279,0.0,0.502,0.2857,0.0,0.3643
Ingénieur QA Automation,Junior Mobile React Native,0.506,0.386,0.225,0.0,0.506,0.2857,0.4,0.1737
Ingénieur QA Automation,Senior Data Scientist,0.506,0.286,0.237,0.0,0.506,0.2857,0.0,0.3643
Ingénieur QA Automation,ML Engineer MLOps,0.536,0.429,0.297,0.0,0.536,0.4286,0.0,0.6857
Ingénieur QA Automation,Data Analyst Junior,0.508,0.286,0.232,0.0,0.508,0.2857,0.4,0.1737
Ingénieur QA Automation,Data Analyst Senior BI,0.503,0.286,0.233,0.0,0.503,0.2857,0.0,0.3643
Ingénieur QA Automation,Data Engineer Spark,0.522,0.286,0.218,0.0,0.522,0.2857,0.0,0.3643
Ingénieur QA Automation,Stage Data Science,0.52,0.286,0.216,0.0,0.52,0.2857,0.2,0.1674
Ingénieur QA Automation,Senior DevOps AWS,0.513,0.286,0.246,0.0,0.513,0.2857,0.0,0.3643
Ingénieur QA Automation,Ingénieur Cloud Azure,0.562,0.286,0.247,0.0,0.562,0.2857,0.0,0.3643
Ingénieur QA Automation,SRE Kubernetes Linux,0.518,0.429,0.326,0.0,0.518,0.4286,0.0,0.6857
Ingénieur QA Automation,Junior DevOps CI/CD,0.525,0.286,0.267,0.0,0.525,0.2857,0.0,0.2893
Ingénieur QA Automation,Analyste Sécurité Pentester,0.501,0.143,0.197,0.0,0.501,0.1429,0.0,0.1586
Ingénieur QA Automation,Analyste SOC SIEM,0.501,0.0,0.153,0.0,0.501,0.0,0.0,0.054
Ingénieur QA Automation,Ingénieur QA Automation,0.73,1.0,0.465,0.0,0.73,1.0,0.0,0.95
Ingénieur QA Automation,Designer UX/UI Figma,0.5,0.0,0.122,0.0,0.5,0.0,0.4,0.032
Ingénieur QA Automation,Chef de Projet IT Scrum,0.501,0.0,0.147,0.0,0.501,0.0,0.0,0.054
Ingénieur QA Automation,Marketing Digital Expert,0.5,0.1,0.146,0.0,0.5,0.0,0.4,0.032
Ingénieur QA Automation,Commercial B2B Salesforce,0.501,0.0,0.135,0.0,0.501,0.0,0.4,0.032
Ingénieur QA Automation,Junior Marketing Digital,0.501,0.1,0.149,0.0,0.501,0.0,0.4,0.0212
Ingénieur QA Automation,Comptable Confirmé SAP,0.501,0.0,0.14,0.0,0.501,0.0,0.0,0.054
Ingénieur QA Automation,Contrôleur de Gestion,0.501,0.0,0.143,0.0,0.501,0.0,0.0,0.054
Ingénieur QA Automation,Chargé RH Recrutement IT,0.502,0.0,0.141,0.0,0.502,0.0,0.4,0.032
Ingénieur QA Automation,Médecin Généraliste,0.5,0.0,0.116,0.0,0.5,0.0,-0.6,0.054
Ingénieur QA Automation,Enseignant Mathématiques,0.5,0.0,0.11,0.0,0.5,0.0,0.0,0.054
Ingénieur QA Automation,Juriste Droit des Affaires,0.5,0.0,0.139,0.0,0.5,0.0,0.0,0.054
Ingénieur QA Automation,Ingénieur Civil BTP,0.502,0.0,0.159,0.0,0.502,0.0,0.0,0.054
Ingénieur QA Automation,Commercial Vente Retail,0.5,0.0,0.125,0.0,0.5,0.0,0.4,0.032
Ingénieur QA Automation,Étudiant Première Année,0.509,0.143,0.155,0.0,0.509,0.1429,0.8,0.02
Développeur Full Stack Java Angular Stage,Senior Backend Python FastAPI,0.511,0.633,0.716,0.0,0.511,0.3333,0.0,0.38
Développeur Full Stack Java Angular Stage,Mid Backend Python Django,0.51,0.65,0.73,0.0,0.51,0.3333,0.0,0.38
Développeur Full Stack Java Angular Stage,Junior Python Flask,0.504,0.65,0.699,0.0,0.504,0.3333,0.4,0.239
Développeur Full Stack Java Angular Stage,Python Data + Backend,0.52,0.433,0.808,0.0,0.52,0.1667,0.0,0.1625
Développeur Full Stack Java Angular Stage,Senior Java Spring Boot,0.641,0.983,0.86,0.0,0.641,0.8333,0.0,0.9083
Développeur Full Stack Java Angular Stage,Mid Java Spring,0.594,0.833,0.777,0.0,0.594,0.6667,0.0,0.8167
Développeur Full Stack Java Angular Stage,Junior Java Angular Stage,0.728,1.0,0.886,0.0,0.728,1.0,0.2,0.8448
Développeur Full Stack Java Angular Stage,Senior Node.js Express,0.515,0.6,0.725,0.0,0.515,0.3333,0.4,0.239
Développeur Full Stack Java Angular Stage,Full Stack Node React,0.56,0.8,0.87,0.0,0.56,0.3333,0.0,0.38
Développeur Full Stack Java Angular Stage,Développeur PHP Laravel Senior,0.526,0.6,0.722,0.0,0.526,0.3333,0.4,0.239
Développeur Full Stack Java Angular Stage,Junior PHP Symfony,0.506,0.433,0.665,0.0,0.506,0.1667,0.4,0.0997
Développeur Full Stack Java Angular Stage,Développeur .NET C# Senior,0.535,0.5,0.75,0.0,0.535,0.5,0.0,0.725
Développeur Full Stack Java Angular Stage,Senior Frontend React,0.511,0.6,0.715,0.0,0.511,0.3333,0.4,0.239
Développeur Full Stack Java Angular Stage,Mid Frontend React Redux,0.507,0.6,0.706,0.0,0.507,0.3333,0.0,0.38
Développeur Full Stack Java Angular Stage,Junior Frontend JavaScript,0.511,0.283,0.537,0.0,0.511,0.1667,0.6,0.0696
Développeur Full Stack Java Angular Stage,Senior Angular TypeScript,0.542,0.5,0.744,0.0,0.542,0.5,0.0,0.725
Développeur Full Stack Java Angular Stage,Développeur Flutter Senior,0.519,0.483,0.732,0.0,0.519,0.3333,0.4,0.239
Développeur Full Stack Java Angular Stage,Développeur Android Kotlin,0.514,0.483,0.704,0.0,0.514,0.3333,0.0,0.38
Développeur Full Stack Java Angular Stage,Junior Mobile React Native,0.506,0.45,0.699,0.0,0.506,0.3333,0.4,0.239
Développeur Full Stack Java Angular Stage,Senior Data Scientist,0.503,0.333,0.654,0.0,0.503,0.3333,0.0,0.38
Développeur Full Stack Java Angular Stage,ML Engineer MLOps,0.504,0.167,0.413,0.0,0.504,0.1667,0.0,0.1625
Développeur Full Stack Java Angular Stage,Data Analyst Junior,0.501,0.333,0.544,0.0,0.501,0.3333,0.4,0.239
Développeur Full Stack Java Angular Stage,Data Analyst Senior BI,0.501,0.333,0.541,0.0,0.501,0.3333,0.0,0.38
Développeur Full Stack Java Angular Stage,Data Engineer Spark,0.505,0.333,0.663,0.0,0.505,0.3333,0.0,0.38
Développeur Full Stack Java Angular Stage,Stage Data Science,0.549,0.333,0.634,0.0,0.549,0.3333,0.2,0.3133
Développeur Full Stack Java Angular Stage,Senior DevOps AWS,0.509,0.167,0.542,0.0,0.509,0.1667,0.0,0.1625
Développeur Full Stack Java Angular Stage,Ingénieur Cloud Azure,0.502,0.167,0.522,0.0,0.502,0.1667,0.0,0.1625
Développeur Full Stack Java Angular Stage,SRE Kubernetes Linux,0.509,0.167,0.502,0.0,0.509,0.1667,0.0,0.1625
Développeur Full Stack Java Angular Stage,Junior DevOps CI/CD,0.516,0.167,0.549,0.0,0.516,0.1667,0.0,0.1625
Développeur Full Stack Java Angular Stage,Analyste Sécurité Pentester,0.5,0.0,0.383,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack Java Angular Stage,Analyste SOC SIEM,0.5,0.0,0.39,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack Java Angular Stage,Ingénieur QA Automation,0.504,0.65,0.8,0.0,0.504,0.5,0.0,0.725
Développeur Full Stack Java Angular Stage,Designer UX/UI Figma,0.501,0.0,0.357,0.0,0.501,0.0,0.4,0.032
Développeur Full Stack Java Angular Stage,Chef de Projet IT Scrum,0.501,0.0,0.393,0.0,0.501,0.0,0.0,0.054
Développeur Full Stack Java Angular Stage,Marketing Digital Expert,0.501,0.117,0.45,0.0,0.501,0.0,0.4,0.032
Développeur Full Stack Java Angular Stage,Commercial B2B Salesforce,0.501,0.0,0.364,0.0,0.501,0.0,0.4,0.032
Développeur Full Stack Java Angular Stage,Junior Marketing Digital,0.502,0.117,0.452,0.0,0.502,0.0,0.4,0.032
Développeur Full Stack Java Angular Stage,Comptable Confirmé SAP,0.5,0.0,0.373,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack Java Angular Stage,Contrôleur de Gestion,0.5,0.0,0.369,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack Java Angular Stage,Chargé RH Recrutement IT,0.501,0.0,0.38,0.0,0.501,0.0,0.4,0.032
Développeur Full Stack Java Angular Stage,Médecin Généraliste,0.5,0.0,0.355,0.0,0.5,0.0,-0.6,0.054
Développeur Full Stack Java Angular Stage,Enseignant Mathématiques,0.5,0.0,0.362,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack Java Angular Stage,Juriste Droit des Affaires,0.5,0.0,0.381,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack Java Angular Stage,Ingénieur Civil BTP,0.5,0.0,0.381,0.0,0.5,0.0,0.0,0.054
Développeur Full Stack Java Angular Stage,Commercial Vente Retail,0.5,0.0,0.348,0.0,0.5,0.0,0.4,0.032
Développeur Full Stack Java Angular Stage,Étudiant Première Année,0.506,0.0,0.358,0.0,0.506,0.0,0.8,0.02
Stage Développeur Data Science Python,Senior Backend Python FastAPI,0.516,0.783,0.838,0.0,0.516,0.3333,-0.2,0.38
Stage Développeur Data Science Python,Mid Backend Python Django,0.516,0.8,0.857,0.0,0.516,0.3333,-0.2,0.38
Stage Développeur Data Science Python,Junior Python Flask,0.532,0.8,0.817,0.0,0.532,0.5,0.2,0.594
Stage Développeur Data Science Python,Python Data + Backend,0.628,0.967,0.86,0.0,0.628,0.6667,-0.2,0.8167
Stage Développeur Data Science Python,Senior Java Spring Boot,0.508,0.317,0.676,0.0,0.508,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,Mid Java Spring,0.508,0.333,0.683,0.0,0.508,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,Junior Java Angular Stage,0.527,0.333,0.675,0.0,0.527,0.3333,0.0,0.38
Stage Développeur Data Science Python,Senior Node.js Express,0.503,0.283,0.626,0.0,0.503,0.1667,0.2,0.1298
Stage Développeur Data Science Python,Full Stack Node React,0.509,0.333,0.647,0.0,0.509,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,Développeur PHP Laravel Senior,0.509,0.317,0.654,0.0,0.509,0.1667,0.2,0.1298
Stage Développeur Data Science Python,Junior PHP Symfony,0.504,0.317,0.644,0.0,0.504,0.1667,0.2,0.1298
Stage Développeur Data Science Python,Développeur .NET C# Senior,0.52,0.333,0.674,0.0,0.52,0.3333,-0.2,0.38
Stage Développeur Data Science Python,Senior Frontend React,0.502,0.167,0.52,0.0,0.502,0.1667,0.2,0.1298
Stage Développeur Data Science Python,Mid Frontend React Redux,0.502,0.167,0.503,0.0,0.502,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,Junior Frontend JavaScript,0.503,0.167,0.515,0.0,0.503,0.1667,0.4,0.0954
Stage Développeur Data Science Python,Senior Angular TypeScript,0.502,0.167,0.524,0.0,0.502,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,Développeur Flutter Senior,0.52,0.167,0.528,0.0,0.52,0.1667,0.2,0.1298
Stage Développeur Data Science Python,Développeur Android Kotlin,0.508,0.167,0.513,0.0,0.508,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,Junior Mobile React Native,0.504,0.167,0.49,0.0,0.504,0.1667,0.2,0.1298
Stage Développeur Data Science Python,Senior Data Scientist,0.681,0.85,0.873,0.0,0.681,1.0,-0.2,0.95
Stage Développeur Data Science Python,ML Engineer MLOps,0.509,0.783,0.805,0.0,0.509,0.3333,-0.2,0.38
Stage Développeur Data Science Python,Data Analyst Junior,0.545,0.983,0.866,0.0,0.545,0.8333,0.2,0.7553
Stage Développeur Data Science Python,Data Analyst Senior BI,0.512,0.817,0.845,0.0,0.512,0.6667,-0.2,0.8167
Stage Développeur Data Science Python,Data Engineer Spark,0.527,0.8,0.824,0.0,0.527,0.5,-0.2,0.725
Stage Développeur Data Science Python,Stage Data Science,0.729,1.0,0.902,0.0,0.729,1.0,0.0,0.95
Stage Développeur Data Science Python,Senior DevOps AWS,0.505,0.167,0.536,0.0,0.505,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,Ingénieur Cloud Azure,0.501,0.167,0.516,0.0,0.501,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,SRE Kubernetes Linux,0.511,0.633,0.807,0.0,0.511,0.3333,-0.2,0.38
Stage Développeur Data Science Python,Junior DevOps CI/CD,0.507,0.167,0.54,0.0,0.507,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,Analyste Sécurité Pentester,0.5,0.467,0.795,0.0,0.5,0.1667,-0.2,0.1625
Stage Développeur Data Science Python,Analyste SOC SIEM,0.5,0.0,0.391,0.0,0.5,0.0,-0.2,0.054
Stage Développeur Data Science Python,Ingénieur QA Automation,0.502,0.633,0.819,0.0,0.502,0.3333,-0.2,0.38
Stage Développeur Data Science Python,Designer UX/UI Figma,0.5,0.0,0.365,0.0,0.5,0.0,0.2,0.0422
Stage Développeur Data Science Python,Chef de Projet IT Scrum,0.501,0.0,0.393,0.0,0.501,0.0,-0.2,0.054
Stage Développeur Data Science Python,Marketing Digital Expert,0.5,0.117,0.46,0.0,0.5,0.0,0.2,0.0422
Stage Développeur Data Science Python,Commercial B2B Salesforce,0.501,0.0,0.372,0.0,0.501,0.0,0.2,0.0422
Stage Développeur Data Science Python,Junior Marketing Digital,0.501,0.117,0.462,0.0,0.501,0.0,0.2,0.0422
Stage Développeur Data Science Python,Comptable Confirmé SAP,0.5,0.0,0.389,0.0,0.5,0.0,-0.2,0.054
Stage Développeur Data Science Python,Contrôleur de Gestion,0.501,0.0,0.382,0.0,0.501,0.0,-0.2,0.054
Stage Développeur Data Science Python,Chargé RH Recrutement IT,0.5,0.0,0.38,0.0,0.5,0.0,0.2,0.0422
Stage Développeur Data Science Python,Médecin Généraliste,0.5,0.0,0.361,0.0,0.5,0.0,-0.8,0.054
Stage Développeur Data Science Python,Enseignant Mathématiques,0.5,0.0,0.379,0.0,0.5,0.0,-0.2,0.054
Stage Développeur Data Science Python,Juriste Droit des Affaires,0.5,0.0,0.379,0.0,0.5,0.0,-0.2,0.054
Stage Développeur Data Science Python,Ingénieur Civil BTP,0.5,0.0,0.382,0.0,0.5,0.0,-0.2,0.054
Stage Développeur Data Science Python,Commercial Vente Retail,0.5,0.0,0.36,0.0,0.5,0.0,0.2,0.0422
Stage Développeur Data Science Python,Étudiant Première Année,0.51,0.467,0.749,0.0,0.51,0.1667,0.6,0.0646
Designer UX/UI,Senior Backend Python FastAPI,0.509,0.0,0.145,0.0,0.509,0.0,-0.4,0.054
Designer UX/UI,Mid Backend Python Django,0.517,0.0,0.126,0.0,0.517,0.0,-0.4,0.054
Designer UX/UI,Junior Python Flask,0.512,0.286,0.215,0.0,0.512,0.2857,0.0,0.2893
Designer UX/UI,Python Data + Backend,0.517,0.0,0.134,0.0,0.517,0.0,-0.4,0.054
Designer UX/UI,Senior Java Spring Boot,0.527,0.0,0.136,0.0,0.527,0.0,-0.4,0.054
Designer UX/UI,Mid Java Spring,0.53,0.0,0.12,0.0,0.53,0.0,-0.4,0.054
Designer UX/UI,Junior Java Angular Stage,0.52,0.0,0.118,0.0,0.52,0.0,-0.2,0.024
Designer UX/UI,Senior Node.js Express,0.533,0.0,0.132,0.0,0.533,0.0,0.0,0.054
Designer UX/UI,Full Stack Node React,0.541,0.286,0.194,0.0,0.541,0.0,-0.4,0.054
Designer UX/UI,Développeur PHP Laravel Senior,0.508,0.0,0.138,0.0,0.508,0.0,0.0,0.054
Designer UX/UI,Junior PHP Symfony,0.52,0.286,0.231,0.0,0.52,0.2857,0.0,0.2893
Designer UX/UI,Développeur .NET C# Senior,0.522,0.0,0.135,0.0,0.522,0.0,-0.4,0.054
Designer UX/UI,Senior Frontend React,0.555,0.671,0.333,0.0,0.555,0.2857,0.0,0.3643
Designer UX/UI,Mid Frontend React Redux,0.546,0.143,0.17,0.0,0.546,0.1429,-0.4,0.1586
Designer UX/UI,Junior Frontend JavaScript,0.548,0.286,0.236,0.0,0.548,0.2857,0.2,0.2194
Designer UX/UI,Senior Angular TypeScript,0.537,0.286,0.229,0.0,0.537,0.2857,-0.4,0.3643
Designer UX/UI,Développeur Flutter Senior,0.533,0.0,0.13,0.0,0.533,0.0,0.0,0.054
Designer UX/UI,Développeur Android Kotlin,0.516,0.0,0.115,0.0,0.516,0.0,-0.4,0.054
Designer UX/UI,Junior Mobile React Native,0.538,0.0,0.12,0.0,0.538,0.0,0.0,0.039
Designer UX/UI,Senior Data Scientist,0.502,0.0,0.132,0.0,0.502,0.0,-0.4,0.054
Designer UX/UI,ML Engineer MLOps,0.512,0.0,0.134,0.0,0.512,0.0,-0.4,0.054
Designer UX/UI,Data Analyst Junior,0.502,0.0,0.132,0.0,0.502,0.0,0.0,0.039
Designer UX/UI,Data Analyst Senior BI,0.501,0.0,0.136,0.0,0.501,0.0,-0.4,0.054
Designer UX/UI,Data Engineer Spark,0.509,0.0,0.128,0.0,0.509,0.0,-0.4,0.054
Designer UX/UI,Stage Data Science,0.512,0.0,0.121,0.0,0.512,0.0,-0.2,0.024
Designer UX/UI,Senior DevOps AWS,0.536,0.0,0.136,0.0,0.536,0.0,-0.4,0.054
Designer UX/UI,Ingénieur Cloud Azure,0.518,0.0,0.139,0.0,0.518,0.0,-0.4,0.054
Designer UX/UI,SRE Kubernetes Linux,0.522,0.0,0.141,0.0,0.522,0.0,-0.4,0.054
Designer UX/UI,Junior DevOps CI/CD,0.558,0.0,0.134,0.0,0.558,0.0,-0.4,0.039
Designer UX/UI,Analyste Sécurité Pentester,0.5,0.0,0.121,0.0,0.5,0.0,-0.4,0.054
Designer UX/UI,Analyste SOC SIEM,0.503,0.0,0.131,0.0,0.503,0.0,-0.4,0.054
Designer UX/UI,Ingénieur QA Automation,0.505,0.0,0.147,0.0,0.505,0.0,-0.4,0.054
Designer UX/UI,Designer UX/UI Figma,0.73,1.0,0.438,0.0,0.73,1.0,0.0,0.95
Designer UX/UI,Chef de Projet IT Scrum,0.51,0.0,0.143,0.0,0.51,0.0,-0.4,0.054
Designer UX/UI,Marketing Digital Expert,0.522,0.0,0.137,0.0,0.522,0.0,0.0,0.054
Designer UX/UI,Commercial B2B Salesforce,0.515,0.0,0.14,0.0,0.515,0.0,0.0,0.054
Designer UX/UI,Junior Marketing Digital,0.522,0.0,0.145,0.0,0.522,0.0,0.0,0.039
Designer UX/UI,Comptable Confirmé SAP,0.5,0.0,0.126,0.0,0.5,0.0,-0.4,0.054
Designer UX/UI,Contrôleur de Gestion,0.502,0.0,0.134,0.0,0.502,0.0,-0.4,0.054
Designer UX/UI,Chargé RH Recrutement IT,0.508,0.0,0.13,0.0,0.508,0.0,0.0,0.054
Designer UX/UI,Médecin Généraliste,0.5,0.0,0.115,0.0,0.5,0.0,-1.0,0.054
Designer UX/UI,Enseignant Mathématiques,0.502,0.0,0.111,0.0,0.502,0.0,-0.4,0.054
Designer UX/UI,Juriste Droit des Affaires,0.5,0.0,0.134,0.0,0.5,0.0,-0.4,0.054
Designer UX/UI,Ingénieur Civil BTP,0.5,0.0,0.142,0.0,0.5,0.0,-0.4,0.054
Designer UX/UI,Commercial Vente Retail,0.513,0.0,0.133,0.0,0.513,0.0,0.0,0.054
Designer UX/UI,Étudiant Première Année,0.584,0.286,0.222,0.0,0.584,0.2857,0.4,0.0967
Chef de Projet IT Agile,Senior Backend Python FastAPI,0.502,0.0,0.058,0.0,0.502,0.0,0.0,0.054
Chef de Projet IT Agile,Mid Backend Python Django,0.502,0.0,0.047,0.0,0.502,0.0,0.0,0.039
Chef de Projet IT Agile,Junior Python Flask,0.501,0.0,0.036,0.0,0.501,0.0,0.4,0.02
Chef de Projet IT Agile,Python Data + Backend,0.506,0.0,0.143,0.0,0.506,0.0,0.0,0.0465
Chef de Projet IT Agile,Senior Java Spring Boot,0.503,0.0,0.158,0.0,0.503,0.0,0.0,0.054
Chef de Projet IT Agile,Mid Java Spring,0.505,0.0,0.046,0.0,0.505,0.0,0.0,0.0465
Chef de Projet IT Agile,Junior Java Angular Stage,0.503,0.0,0.14,0.0,0.503,0.0,0.2,0.02
Chef de Projet IT Agile,Senior Node.js Express,0.502,0.0,0.041,0.0,0.502,0.0,0.4,0.032
Chef de Projet IT Agile,Full Stack Node React,0.504,0.0,0.131,0.0,0.504,0.0,0.0,0.0465
Chef de Projet IT Agile,Développeur PHP Laravel Senior,0.5,0.0,0.039,0.0,0.5,0.0,0.4,0.0266
Chef de Projet IT Agile,Junior PHP Symfony,0.501,0.0,0.03,0.0,0.501,0.0,0.4,0.02
Chef de Projet IT Agile,Développeur .NET C# Senior,0.501,0.0,0.054,0.0,0.501,0.0,0.0,0.054
Chef de Projet IT Agile,Senior Frontend React,0.501,0.0,0.046,0.0,0.501,0.0,0.4,0.0266
Chef de Projet IT Agile,Mid Frontend React Redux,0.501,0.0,0.034,0.0,0.501,0.0,0.0,0.039
Chef de Projet IT Agile,Junior Frontend JavaScript,0.501,0.0,0.045,0.0,0.501,0.0,0.6,0.02
Chef de Projet IT Agile,Senior Angular TypeScript,0.501,0.0,0.044,0.0,0.501,0.0,0.0,0.054
Chef de Projet IT Agile,Développeur Flutter Senior,0.5,0.117,0.07,0.0,0.5,0.0,0.4,0.0266
Chef de Projet IT Agile,Développeur Android Kotlin,0.5,0.0,0.027,0.0,0.5,0.0,0.0,0.0465
Chef de Projet IT Agile,Junior Mobile React Native,0.501,0.0,0.017,0.0,0.501,0.0,0.4,0.02
Chef de Projet IT Agile,Senior Data Scientist,0.5,0.0,0.138,0.0,0.5,0.0,0.0,0.054
Chef de Projet IT Agile,ML Engineer MLOps,0.501,0.0,0.041,0.0,0.501,0.0,0.0,0.0465
Chef de Projet IT Agile,Data Analyst Junior,0.501,0.0,0.033,0.0,0.501,0.0,0.4,0.02
Chef de Projet IT Agile,Data Analyst Senior BI,0.501,0.0,0.041,0.0,0.501,0.0,0.0,0.054
Chef de Projet IT Agile,Data Engineer Spark,0.501,0.0,0.137,0.0,0.501,0.0,0.0,0.054
Chef de Projet IT Agile,Stage Data Science,0.504,0.0,0.12,0.0,0.504,0.0,0.2,0.02
Chef de Projet IT Agile,Senior DevOps AWS,0.504,0.0,0.153,0.0,0.504,0.0,0.0,0.054
Chef de Projet IT Agile,Ingénieur Cloud Azure,0.5,0.0,0.16,0.0,0.5,0.0,0.0,0.054
Chef de Projet IT Agile,SRE Kubernetes Linux,0.504,0.117,0.188,0.0,0.504,0.0,0.0,0.054
Chef de Projet IT Agile,Junior DevOps CI/CD,0.504,0.0,0.16,0.0,0.504,0.0,0.0,0.0315
Chef de Projet IT Agile,Analyste Sécurité Pentester,0.5,0.0,0.137,0.0,0.5,0.0,0.0,0.0465
Chef de Projet IT Agile,Analyste SOC SIEM,0.5,0.0,0.147,0.0,0.5,0.0,0.0,0.039
Chef de Projet IT Agile,Ingénieur QA Automation,0.502,0.0,0.156,0.0,0.502,0.0,0.0,0.0465
Chef de Projet IT Agile,Designer UX/UI Figma,0.5,0.0,0.126,0.0,0.5,0.0,0.4,0.0266
Chef de Projet IT Agile,Chef de Projet IT Scrum,0.728,1.0,0.452,0.0,0.728,1.0,0.0,0.95
Chef de Projet IT Agile,Marketing Digital Expert,0.501,0.167,0.171,0.0,0.501,0.1667,0.4,0.0862
Chef de Projet IT Agile,Commercial B2B Salesforce,0.5,0.0,0.135,0.0,0.5,0.0,0.4,0.032
Chef de Projet IT Agile,Junior Marketing Digital,0.501,0.167,0.167,0.0,0.501,0.1667,0.4,0.0592
Chef de Projet IT Agile,Comptable Confirmé SAP,0.5,0.0,0.145,0.0,0.5,0.0,0.0,0.054
Chef de Projet IT Agile,Contrôleur de Gestion,0.504,0.0,0.16,0.0,0.504,0.0,0.0,0.054
Chef de Projet IT Agile,Chargé RH Recrutement IT,0.507,0.0,0.164,0.0,0.507,0.0,0.4,0.0266
